0.322,0.087890625,1.93359375,1.40625,0.3515625
12.877,0.087890625,1.93359375,1.40625,0.3515625
29.378,0.087890625,1.93359375,1.40625,0.3515625
45.177,0.087890625,1.93359375,1.40625,0.439453125
61.241,0.087890625,1.93359375,1.40625,0.3515625
77.131,0.087890625,1.93359375,1.494140625,0.3515625
93.211,0.087890625,1.93359375,1.40625,0.3515625
109.176,0.087890625,1.93359375,1.40625,0.3515625
125.179,0.087890625,1.93359375,1.40625,0.3515625
141.179,0.087890625,1.93359375,1.494140625,0.3515625
157.179,0.087890625,1.93359375,1.494140625,0.3515625
173.187,0.087890625,1.93359375,1.494140625,0.3515625
188.778,0.087890625,1.93359375,1.40625,0.3515625
205.227,0.087890625,1.93359375,1.494140625,0.3515625
221.189,0.087890625,1.93359375,1.40625,0.3515625
237.178,0.087890625,1.93359375,1.494140625,0.3515625
253.176,0.087890625,1.93359375,1.40625,0.3515625
269.178,0.087890625,1.93359375,1.40625,0.3515625
285.181,0.087890625,1.93359375,1.494140625,0.3515625
301.173,0.087890625,1.93359375,1.40625,0.3515625
317.181,0.087890625,2.021484375,1.40625,0.3515625
333.164,0.17578125,1.93359375,1.40625,0.3515625
349.165,0.17578125,2.021484375,1.40625,0.3515625
365.161,0.263671875,1.93359375,1.40625,0.3515625
381.166,0.263671875,1.93359375,1.40625,0.3515625
397.149,0.3515625,1.93359375,1.494140625,0.3515625
413.162,0.3515625,1.93359375,1.40625,0.3515625
429.169,0.439453125,1.93359375,1.40625,0.3515625
445.151,0.52734375,1.93359375,1.494140625,0.3515625
461.146,0.52734375,1.93359375,1.40625,0.3515625
477.181,0.52734375,1.93359375,1.40625,0.3515625
493.157,0.615234375,1.93359375,1.40625,0.3515625
509.204,0.703125,1.93359375,1.40625,0.439453125
525.186,0.791015625,1.93359375,1.40625,0.3515625
541.247,0.791015625,1.93359375,1.40625,0.3515625
557.191,0.87890625,1.93359375,1.40625,0.3515625
573.192,0.966796875,1.93359375,1.40625,0.3515625
589.189,1.0546875,1.93359375,1.494140625,0.3515625
605.185,1.142578125,1.93359375,1.40625,0.3515625
621.189,1.142578125,1.93359375,1.494140625,0.439453125
637.188,1.23046875,1.93359375,1.40625,0.3515625
653.186,1.318359375,1.93359375,1.40625,0.3515625
669.203,1.40625,1.93359375,1.494140625,0.3515625
685.213,1.494140625,1.93359375,1.40625,0.3515625
701.265,1.58203125,1.93359375,1.40625,0.3515625
717.211,1.58203125,1.93359375,1.40625,0.3515625
733.187,1.669921875,1.93359375,1.494140625,0.3515625
749.134,1.845703125,1.93359375,1.40625,0.3515625
765.176,1.845703125,1.93359375,1.494140625,0.3515625
781.149,1.93359375,1.93359375,1.40625,0.3515625
797.255,2.021484375,1.93359375,1.494140625,0.3515625
813.199,2.109375,1.93359375,1.494140625,0.3515625
829.136,2.197265625,1.93359375,1.40625,0.3515625
845.166,2.373046875,1.93359375,1.40625,0.3515625
861.164,2.4609375,1.93359375,1.40625,0.3515625
877.161,2.548828125,1.93359375,1.40625,0.3515625
893.163,2.63671875,1.93359375,1.494140625,0.3515625
909.159,2.8125,1.93359375,1.40625,0.3515625
925.028,2.900390625,1.93359375,1.494140625,0.3515625
940.799,2.98828125,1.93359375,1.494140625,0.3515625
956.874,3.076171875,1.93359375,1.40625,0.3515625
972.655,3.1640625,1.93359375,1.494140625,0.3515625
988.633,3.33984375,2.021484375,1.40625,0.3515625
1004.664,3.427734375,1.93359375,1.494140625,0.3515625
1020.723,3.603515625,1.93359375,1.40625,0.3515625
1036.733,3.69140625,1.93359375,1.40625,0.3515625
1052.735,3.779296875,1.93359375,1.494140625,0.3515625
1069.328,3.955078125,1.93359375,1.40625,0.3515625
1085.119,4.04296875,1.93359375,1.40625,0.3515625
1100.914,4.21875,1.93359375,1.494140625,0.3515625
1117.126,4.306640625,1.93359375,1.40625,0.3515625
1133.116,4.39453125,1.93359375,1.40625,0.3515625
1149.161,4.5703125,1.93359375,1.494140625,0.3515625
1165.14,4.74609375,1.93359375,1.40625,0.439453125
1181.15,4.833984375,1.93359375,1.40625,0.3515625
1197.234,4.921875,1.93359375,1.40625,0.3515625
1213.167,5.09765625,1.93359375,1.494140625,0.3515625
1229.156,5.2734375,1.93359375,1.494140625,0.3515625
1245.15,5.44921875,1.93359375,1.494140625,0.3515625
1261.145,5.537109375,1.93359375,1.40625,0.3515625
1277.245,5.712890625,1.93359375,1.494140625,0.3515625
1293.151,5.888671875,1.93359375,1.40625,0.3515625
1308.895,6.064453125,1.93359375,1.40625,0.3515625
1324.91,6.15234375,1.93359375,1.40625,0.3515625
1340.693,6.328125,1.93359375,1.494140625,0.3515625
1356.699,6.50390625,1.93359375,1.40625,0.3515625
1372.729,6.6796875,1.93359375,1.40625,0.3515625
1388.654,6.767578125,1.93359375,1.494140625,0.3515625
1404.647,6.943359375,1.93359375,1.40625,0.3515625
1420.615,7.119140625,1.93359375,1.40625,0.3515625
1436.623,7.3828125,1.93359375,1.40625,0.3515625
1452.614,7.470703125,2.021484375,1.40625,0.3515625
